"Tabela 3553 - Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência com rendimento de trabalho e Valor do rendimento nominal médio mensal e mediano mensal de todos os trabalhos, das pessoas de 10 anos ou mais de idade, ocupadas na semana de referência, com rendimento de trabalho, segundo a situação do domicílio, o sexo, a cor ou raça, o nível de instrução, a condição de contribuição para instituto de previdência oficial em qualquer trabalho e os grupos de idade"
"Variável - Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência e com rendimento de trabalho (Pessoas)"
"Cód.";"Brasil e Município";"Nível de instrução";"Condição de contribuição para instituto de previdência oficial em qualquer trabalho";"Grupo de idade";"Ano x Situação do domicílio x Sexo x Cor ou raça"
"Cód.";"Brasil e Município";"Nível de instrução";"Condição de contribuição para instituto de previdência oficial em qualquer trabalho";"Grupo de idade";"2010"
"Cód.";"Brasil e Município";"Nível de instrução";"Condição de contribuição para instituto de previdência oficial em qualquer trabalho";"Grupo de idade";"Total"
"Cód.";"Brasil e Município";"Nível de instrução";"Condição de contribuição para instituto de previdência oficial em qualquer trabalho";"Grupo de idade";"Total"
"Cód.";"Brasil e Município";"Nível de instrução";"Condição de contribuição para instituto de previdência oficial em qualquer trabalho";"Grupo de idade";"Total"
"3510500";"Caraguatatuba (SP)";"Total";"Contribuintes";"Total";"28693"
"3510500";"Caraguatatuba (SP)";"Total";"Não contribuintes";"Total";"17185"
"3510609";"Carapicuíba (SP)";"Total";"Total";"Total";"162594"
"3510609";"Carapicuíba (SP)";"Total";"Contribuintes";"Total";"125921"
"3510609";"Carapicuíba (SP)";"Total";"Não contribuintes";"Total";"36673"
"3510708";"Cardoso (SP)";"Total";"Total";"Total";"4968"
"3510708";"Cardoso (SP)";"Total";"Contribuintes";"Total";"3008"
"3510708";"Cardoso (SP)";"Total";"Não contribuintes";"Total";"1960"
"3510807";"Casa Branca (SP)";"Total";"Total";"Total";"11385"
"3510807";"Casa Branca (SP)";"Total";"Contribuintes";"Total";"7980"
"3510807";"Casa Branca (SP)";"Total";"Não contribuintes";"Total";"3405"
"3510906";"Cássia dos Coqueiros (SP)";"Total";"Total";"Total";"1300"
"3510906";"Cássia dos Coqueiros (SP)";"Total";"Contribuintes";"Total";"723"
"3510906";"Cássia dos Coqueiros (SP)";"Total";"Não contribuintes";"Total";"576"
"3511003";"Castilho (SP)";"Total";"Total";"Total";"6852"
"3511003";"Castilho (SP)";"Total";"Contribuintes";"Total";"4900"
"3511003";"Castilho (SP)";"Total";"Não contribuintes";"Total";"1952"
"3511102";"Catanduva (SP)";"Total";"Total";"Total";"57312"
"3511102";"Catanduva (SP)";"Total";"Contribuintes";"Total";"44072"
"3511102";"Catanduva (SP)";"Total";"Não contribuintes";"Total";"13240"
"3511201";"Catiguá (SP)";"Total";"Total";"Total";"3361"
"3511201";"Catiguá (SP)";"Total";"Contribuintes";"Total";"2836"
"3511201";"Catiguá (SP)";"Total";"Não contribuintes";"Total";"524"
"3511300";"Cedral (SP)";"Total";"Total";"Total";"3955"
"3511300";"Cedral (SP)";"Total";"Contribuintes";"Total";"2654"
"3511300";"Cedral (SP)";"Total";"Não contribuintes";"Total";"1300"
"3511409";"Cerqueira César (SP)";"Total";"Total";"Total";"7801"
"3511409";"Cerqueira César (SP)";"Total";"Contribuintes";"Total";"5637"
"3511409";"Cerqueira César (SP)";"Total";"Não contribuintes";"Total";"2164"
"3511508";"Cerquilho (SP)";"Total";"Total";"Total";"21430"
"3511508";"Cerquilho (SP)";"Total";"Contribuintes";"Total";"16347"
"3511508";"Cerquilho (SP)";"Total";"Não contribuintes";"Total";"5082"
"3511607";"Cesário Lange (SP)";"Total";"Total";"Total";"6625"
"3511607";"Cesário Lange (SP)";"Total";"Contribuintes";"Total";"4664"
"3511607";"Cesário Lange (SP)";"Total";"Não contribuintes";"Total";"1961"
"3511706";"Charqueada (SP)";"Total";"Total";"Total";"7042"
"3511706";"Charqueada (SP)";"Total";"Contribuintes";"Total";"5540"
"3511706";"Charqueada (SP)";"Total";"Não contribuintes";"Total";"1502"
"3511904";"Clementina (SP)";"Total";"Total";"Total";"3569"
"3511904";"Clementina (SP)";"Total";"Contribuintes";"Total";"2854"
"3511904";"Clementina (SP)";"Total";"Não contribuintes";"Total";"716"
"3512001";"Colina (SP)";"Total";"Total";"Total";"8227"
"3512001";"Colina (SP)";"Total";"Contribuintes";"Total";"6342"
"3512001";"Colina (SP)";"Total";"Não contribuintes";"Total";"1885"
"3512100";"Colômbia (SP)";"Total";"Total";"Total";"2693"
"3512100";"Colômbia (SP)";"Total";"Contribuintes";"Total";"2033"
"3512100";"Colômbia (SP)";"Total";"Não contribuintes";"Total";"661"
"3512209";"Conchal (SP)";"Total";"Total";"Total";"11776"
"3512209";"Conchal (SP)";"Total";"Contribuintes";"Total";"8530"
"3512209";"Conchal (SP)";"Total";"Não contribuintes";"Total";"3246"
"3512308";"Conchas (SP)";"Total";"Total";"Total";"7190"
"3512308";"Conchas (SP)";"Total";"Contribuintes";"Total";"4908"
"3512308";"Conchas (SP)";"Total";"Não contribuintes";"Total";"2282"
"3512407";"Cordeirópolis (SP)";"Total";"Total";"Total";"10346"
"3512407";"Cordeirópolis (SP)";"Total";"Contribuintes";"Total";"8290"
"3512407";"Cordeirópolis (SP)";"Total";"Não contribuintes";"Total";"2056"
"3512506";"Coroados (SP)";"Total";"Total";"Total";"2705"
"3512506";"Coroados (SP)";"Total";"Contribuintes";"Total";"1945"
"3512506";"Coroados (SP)";"Total";"Não contribuintes";"Total";"759"
"3512605";"Coronel Macedo (SP)";"Total";"Total";"Total";"1907"
"3512605";"Coronel Macedo (SP)";"Total";"Contribuintes";"Total";"1051"
"3512605";"Coronel Macedo (SP)";"Total";"Não contribuintes";"Total";"856"
"3512704";"Corumbataí (SP)";"Total";"Total";"Total";"1922"
"3512704";"Corumbataí (SP)";"Total";"Contribuintes";"Total";"1446"
"3512704";"Corumbataí (SP)";"Total";"Não contribuintes";"Total";"476"
"3512803";"Cosmópolis (SP)";"Total";"Total";"Total";"25515"
"3512803";"Cosmópolis (SP)";"Total";"Contribuintes";"Total";"20123"
"3512803";"Cosmópolis (SP)";"Total";"Não contribuintes";"Total";"5392"
"3512902";"Cosmorama (SP)";"Total";"Total";"Total";"3336"
"3512902";"Cosmorama (SP)";"Total";"Contribuintes";"Total";"1879"
"3512902";"Cosmorama (SP)";"Total";"Não contribuintes";"Total";"1457"
"3513009";"Cotia (SP)";"Total";"Total";"Total";"97508"
"3513009";"Cotia (SP)";"Total";"Contribuintes";"Total";"70403"
"3513009";"Cotia (SP)";"Total";"Não contribuintes";"Total";"27105"
"3513108";"Cravinhos (SP)";"Total";"Total";"Total";"16011"
"3513108";"Cravinhos (SP)";"Total";"Contribuintes";"Total";"12164"
"3513108";"Cravinhos (SP)";"Total";"Não contribuintes";"Total";"3847"
"3513207";"Cristais Paulista (SP)";"Total";"Total";"Total";"3822"
"3513207";"Cristais Paulista (SP)";"Total";"Contribuintes";"Total";"2575"
"3513207";"Cristais Paulista (SP)";"Total";"Não contribuintes";"Total";"1247"
"3513306";"Cruzália (SP)";"Total";"Total";"Total";"1025"
"3513306";"Cruzália (SP)";"Total";"Contribuintes";"Total";"694"
"3513306";"Cruzália (SP)";"Total";"Não contribuintes";"Total";"331"
"3513405";"Cruzeiro (SP)";"Total";"Total";"Total";"32256"
"3513405";"Cruzeiro (SP)";"Total";"Contribuintes";"Total";"23657"
"3513405";"Cruzeiro (SP)";"Total";"Não contribuintes";"Total";"8599"
"3513504";"Cubatão (SP)";"Total";"Total";"Total";"49900"
"3513504";"Cubatão (SP)";"Total";"Contribuintes";"Total";"41302"
"3513504";"Cubatão (SP)";"Total";"Não contribuintes";"Total";"8598"
"3513603";"Cunha (SP)";"Total";"Total";"Total";"8917"
"3513603";"Cunha (SP)";"Total";"Contribuintes";"Total";"3755"
"3513603";"Cunha (SP)";"Total";"Não contribuintes";"Total";"5162"
"3513702";"Descalvado (SP)";"Total";"Total";"Total";"14822"
"3513702";"Descalvado (SP)";"Total";"Contribuintes";"Total";"11103"
"3513702";"Descalvado (SP)";"Total";"Não contribuintes";"Total";"3718"
"3513801";"Diadema (SP)";"Total";"Total";"Total";"181668"
"3513801";"Diadema (SP)";"Total";"Contribuintes";"Total";"139505"
"3513801";"Diadema (SP)";"Total";"Não contribuintes";"Total";"42163"
"3513850";"Dirce Reis (SP)";"Total";"Total";"Total";"768"
"3513850";"Dirce Reis (SP)";"Total";"Contribuintes";"Total";"450"
"3513850";"Dirce Reis (SP)";"Total";"Não contribuintes";"Total";"318"
"3513900";"Divinolândia (SP)";"Total";"Total";"Total";"5728"
"3513900";"Divinolândia (SP)";"Total";"Contribuintes";"Total";"2930"
"3513900";"Divinolândia (SP)";"Total";"Não contribuintes";"Total";"2798"
"3514007";"Dobrada (SP)";"Total";"Total";"Total";"3723"
"3514007";"Dobrada (SP)";"Total";"Contribuintes";"Total";"3286"
"3514007";"Dobrada (SP)";"Total";"Não contribuintes";"Total";"437"
"3514106";"Dois Córregos (SP)";"Total";"Total";"Total";"11772"
"3514106";"Dois Córregos (SP)";"Total";"Contribuintes";"Total";"9273"
"3514106";"Dois Córregos (SP)";"Total";"Não contribuintes";"Total";"2498"
"3514205";"Dolcinópolis (SP)";"Total";"Total";"Total";"1000"
"3514205";"Dolcinópolis (SP)";"Total";"Contribuintes";"Total";"630"
"3514205";"Dolcinópolis (SP)";"Total";"Não contribuintes";"Total";"370"
"3514304";"Dourado (SP)";"Total";"Total";"Total";"4322"
"3514304";"Dourado (SP)";"Total";"Contribuintes";"Total";"3364"
"3514304";"Dourado (SP)";"Total";"Não contribuintes";"Total";"959"
"3514403";"Dracena (SP)";"Total";"Total";"Total";"21019"
"3514403";"Dracena (SP)";"Total";"Contribuintes";"Total";"15133"
"3514403";"Dracena (SP)";"Total";"Não contribuintes";"Total";"5885"
"3514502";"Duartina (SP)";"Total";"Total";"Total";"5929"
"3514502";"Duartina (SP)";"Total";"Contribuintes";"Total";"4251"
"3514502";"Duartina (SP)";"Total";"Não contribuintes";"Total";"1678"
"3514601";"Dumont (SP)";"Total";"Total";"Total";"4018"
"3514601";"Dumont (SP)";"Total";"Contribuintes";"Total";"2902"
"3514601";"Dumont (SP)";"Total";"Não contribuintes";"Total";"1116"
"3514700";"Echaporã (SP)";"Total";"Total";"Total";"2784"
"3514700";"Echaporã (SP)";"Total";"Contribuintes";"Total";"1700"
"3514700";"Echaporã (SP)";"Total";"Não contribuintes";"Total";"1085"
"3514809";"Eldorado (SP)";"Total";"Total";"Total";"5009"
"3514809";"Eldorado (SP)";"Total";"Contribuintes";"Total";"2811"
"3514809";"Eldorado (SP)";"Total";"Não contribuintes";"Total";"2198"
"3514908";"Elias Fausto (SP)";"Total";"Total";"Total";"7408"
"3514908";"Elias Fausto (SP)";"Total";"Contribuintes";"Total";"5368"
"3514908";"Elias Fausto (SP)";"Total";"Não contribuintes";"Total";"2040"
"3514924";"Elisiário (SP)";"Total";"Total";"Total";"1549"
"3514924";"Elisiário (SP)";"Total";"Contribuintes";"Total";"1302"
"3514924";"Elisiário (SP)";"Total";"Não contribuintes";"Total";"247"
"3514957";"Embaúba (SP)";"Total";"Total";"Total";"1221"
"3514957";"Embaúba (SP)";"Total";"Contribuintes";"Total";"931"
"3514957";"Embaúba (SP)";"Total";"Não contribuintes";"Total";"289"
"3515004";"Embu das Artes (SP)";"Total";"Total";"Total";"108245"
"3515004";"Embu das Artes (SP)";"Total";"Contribuintes";"Total";"78310"
"3515004";"Embu das Artes (SP)";"Total";"Não contribuintes";"Total";"29934"
"3515103";"Embu-Guaçu (SP)";"Total";"Total";"Total";"27046"
"3515103";"Embu-Guaçu (SP)";"Total";"Contribuintes";"Total";"17449"
"3515103";"Embu-Guaçu (SP)";"Total";"Não contribuintes";"Total";"9597"
"3515129";"Emilianópolis (SP)";"Total";"Total";"Total";"1435"
"3515129";"Emilianópolis (SP)";"Total";"Contribuintes";"Total";"893"
"3515129";"Emilianópolis (SP)";"Total";"Não contribuintes";"Total";"542"
"3515152";"Engenheiro Coelho (SP)";"Total";"Total";"Total";"7857"
"3515152";"Engenheiro Coelho (SP)";"Total";"Contribuintes";"Total";"5404"
"3515152";"Engenheiro Coelho (SP)";"Total";"Não contribuintes";"Total";"2453"
"3515186";"Espírito Santo do Pinhal (SP)";"Total";"Total";"Total";"21121"
"3515186";"Espírito Santo do Pinhal (SP)";"Total";"Contribuintes";"Total";"16225"
"3515186";"Espírito Santo do Pinhal (SP)";"Total";"Não contribuintes";"Total";"4896"
"3515194";"Espírito Santo do Turvo (SP)";"Total";"Total";"Total";"1985"
"3515194";"Espírito Santo do Turvo (SP)";"Total";"Contribuintes";"Total";"1645"
"3515194";"Espírito Santo do Turvo (SP)";"Total";"Não contribuintes";"Total";"340"
"3515202";"Estrela d'Oeste (SP)";"Total";"Total";"Total";"4213"
"3515202";"Estrela d'Oeste (SP)";"Total";"Contribuintes";"Total";"2836"
"3515202";"Estrela d'Oeste (SP)";"Total";"Não contribuintes";"Total";"1377"
"3515301";"Estrela do Norte (SP)";"Total";"Total";"Total";"1061"
"3515301";"Estrela do Norte (SP)";"Total";"Contribuintes";"Total";"859"
"3515301";"Estrela do Norte (SP)";"Total";"Não contribuintes";"Total";"203"
"3515350";"Euclides da Cunha Paulista (SP)";"Total";"Total";"Total";"3575"
"3515350";"Euclides da Cunha Paulista (SP)";"Total";"Contribuintes";"Total";"2363"
"3515350";"Euclides da Cunha Paulista (SP)";"Total";"Não contribuintes";"Total";"1211"
"3515400";"Fartura (SP)";"Total";"Total";"Total";"7338"
"3515400";"Fartura (SP)";"Total";"Contribuintes";"Total";"4705"
"3515400";"Fartura (SP)";"Total";"Não contribuintes";"Total";"2632"
"3515509";"Fernandópolis (SP)";"Total";"Total";"Total";"32750"
"3515509";"Fernandópolis (SP)";"Total";"Contribuintes";"Total";"22586"
"3515509";"Fernandópolis (SP)";"Total";"Não contribuintes";"Total";"10164"
"3515608";"Fernando Prestes (SP)";"Total";"Total";"Total";"2921"
"3515608";"Fernando Prestes (SP)";"Total";"Contribuintes";"Total";"1804"
"3515608";"Fernando Prestes (SP)";"Total";"Não contribuintes";"Total";"1117"
"3515657";"Fernão (SP)";"Total";"Total";"Total";"706"
"3515657";"Fernão (SP)";"Total";"Contribuintes";"Total";"466"
"3515657";"Fernão (SP)";"Total";"Não contribuintes";"Total";"240"
"3515707";"Ferraz de Vasconcelos (SP)";"Total";"Total";"Total";"74730"
"3515707";"Ferraz de Vasconcelos (SP)";"Total";"Contribuintes";"Total";"53080"
"3515707";"Ferraz de Vasconcelos (SP)";"Total";"Não contribuintes";"Total";"21651"
"3515806";"Flora Rica (SP)";"Total";"Total";"Total";"669"
"3515806";"Flora Rica (SP)";"Total";"Contribuintes";"Total";"488"
"3515806";"Flora Rica (SP)";"Total";"Não contribuintes";"Total";"181"
"3515905";"Floreal (SP)";"Total";"Total";"Total";"1432"
"3515905";"Floreal (SP)";"Total";"Contribuintes";"Total";"875"
"3515905";"Floreal (SP)";"Total";"Não contribuintes";"Total";"557"
"3516002";"Flórida Paulista (SP)";"Total";"Total";"Total";"5116"
"3516002";"Flórida Paulista (SP)";"Total";"Contribuintes";"Total";"3635"
"3516002";"Flórida Paulista (SP)";"Total";"Não contribuintes";"Total";"1481"
"3516101";"Florínea (SP)";"Total";"Total";"Total";"1005"
"3516101";"Florínea (SP)";"Total";"Contribuintes";"Total";"722"
"3516101";"Florínea (SP)";"Total";"Não contribuintes";"Total";"283"
"3516200";"Franca (SP)";"Total";"Total";"Total";"165896"
"3516200";"Franca (SP)";"Total";"Contribuintes";"Total";"118882"
"3516200";"Franca (SP)";"Total";"Não contribuintes";"Total";"47014"
"3516309";"Francisco Morato (SP)";"Total";"Total";"Total";"64243"
"3516309";"Francisco Morato (SP)";"Total";"Contribuintes";"Total";"46509"
"3516309";"Francisco Morato (SP)";"Total";"Não contribuintes";"Total";"17733"
"3516408";"Franco da Rocha (SP)";"Total";"Total";"Total";"55394"
"3516408";"Franco da Rocha (SP)";"Total";"Contribuintes";"Total";"41288"
"3516408";"Franco da Rocha (SP)";"Total";"Não contribuintes";"Total";"14106"
"3516507";"Gabriel Monteiro (SP)";"Total";"Total";"Total";"1433"
"3516507";"Gabriel Monteiro (SP)";"Total";"Contribuintes";"Total";"1062"
"3516507";"Gabriel Monteiro (SP)";"Total";"Não contribuintes";"Total";"370"
"3516606";"Gália (SP)";"Total";"Total";"Total";"3130"
"3516606";"Gália (SP)";"Total";"Contribuintes";"Total";"2408"
"3516606";"Gália (SP)";"Total";"Não contribuintes";"Total";"721"
"3516705";"Garça (SP)";"Total";"Total";"Total";"20149"
"3516705";"Garça (SP)";"Total";"Contribuintes";"Total";"15914"
"3516705";"Garça (SP)";"Total";"Não contribuintes";"Total";"4235"
"3516804";"Gastão Vidigal (SP)";"Total";"Total";"Total";"2202"
"3516804";"Gastão Vidigal (SP)";"Total";"Contribuintes";"Total";"1650"
"3516804";"Gastão Vidigal (SP)";"Total";"Não contribuintes";"Total";"552"
"3516853";"Gavião Peixoto (SP)";"Total";"Total";"Total";"2148"
"3516853";"Gavião Peixoto (SP)";"Total";"Contribuintes";"Total";"1829"
"3516853";"Gavião Peixoto (SP)";"Total";"Não contribuintes";"Total";"319"
"3516903";"General Salgado (SP)";"Total";"Total";"Total";"5242"
"3516903";"General Salgado (SP)";"Total";"Contribuintes";"Total";"3628"
"3516903";"General Salgado (SP)";"Total";"Não contribuintes";"Total";"1614"
"3517000";"Getulina (SP)";"Total";"Total";"Total";"4091"
"3517000";"Getulina (SP)";"Total";"Contribuintes";"Total";"3037"
"3517000";"Getulina (SP)";"Total";"Não contribuintes";"Total";"1054"
"3517109";"Glicério (SP)";"Total";"Total";"Total";"2205"
"3517109";"Glicério (SP)";"Total";"Contribuintes";"Total";"1638"
"3517109";"Glicério (SP)";"Total";"Não contribuintes";"Total";"568"
"3517208";"Guaiçara (SP)";"Total";"Total";"Total";"5016"
"3517208";"Guaiçara (SP)";"Total";"Contribuintes";"Total";"3977"
"3517208";"Guaiçara (SP)";"Total";"Não contribuintes";"Total";"1039"
"3517307";"Guaimbê (SP)";"Total";"Total";"Total";"2459"
"3517307";"Guaimbê (SP)";"Total";"Contribuintes";"Total";"1823"
"3517307";"Guaimbê (SP)";"Total";"Não contribuintes";"Total";"637"
"3517406";"Guaíra (SP)";"Total";"Total";"Total";"17471"
"3517406";"Guaíra (SP)";"Total";"Contribuintes";"Total";"12379"
"3517406";"Guaíra (SP)";"Total";"Não contribuintes";"Total";"5093"
"3517505";"Guapiaçu (SP)";"Total";"Total";"Total";"9051"
"3517505";"Guapiaçu (SP)";"Total";"Contribuintes";"Total";"6162"
"3517505";"Guapiaçu (SP)";"Total";"Não contribuintes";"Total";"2889"
"3517604";"Guapiara (SP)";"Total";"Total";"Total";"5812"
"3517604";"Guapiara (SP)";"Total";"Contribuintes";"Total";"3056"
"3517604";"Guapiara (SP)";"Total";"Não contribuintes";"Total";"2756"
"3517703";"Guará (SP)";"Total";"Total";"Total";"8376"
"3517703";"Guará (SP)";"Total";"Contribuintes";"Total";"5786"
"3517703";"Guará (SP)";"Total";"Não contribuintes";"Total";"2589"
"3517802";"Guaraçaí (SP)";"Total";"Total";"Total";"3753"
"3517802";"Guaraçaí (SP)";"Total";"Contribuintes";"Total";"2360"
"3517802";"Guaraçaí (SP)";"Total";"Não contribuintes";"Total";"1394"
"3517901";"Guaraci (SP)";"Total";"Total";"Total";"4794"
"3517901";"Guaraci (SP)";"Total";"Contribuintes";"Total";"3229"
"3517901";"Guaraci (SP)";"Total";"Não contribuintes";"Total";"1565"
"3518008";"Guarani d'Oeste (SP)";"Total";"Total";"Total";"813"
"3518008";"Guarani d'Oeste (SP)";"Total";"Contribuintes";"Total";"418"
"3518008";"Guarani d'Oeste (SP)";"Total";"Não contribuintes";"Total";"395"
"3518107";"Guarantã (SP)";"Total";"Total";"Total";"2854"
"3518107";"Guarantã (SP)";"Total";"Contribuintes";"Total";"2090"
"3518107";"Guarantã (SP)";"Total";"Não contribuintes";"Total";"764"
"3518206";"Guararapes (SP)";"Total";"Total";"Total";"14580"
"3518206";"Guararapes (SP)";"Total";"Contribuintes";"Total";"10001"
"3518206";"Guararapes (SP)";"Total";"Não contribuintes";"Total";"4579"
"3518305";"Guararema (SP)";"Total";"Total";"Total";"11381"
"3518305";"Guararema (SP)";"Total";"Contribuintes";"Total";"7935"
"3518305";"Guararema (SP)";"Total";"Não contribuintes";"Total";"3446"
"3518404";"Guaratinguetá (SP)";"Total";"Total";"Total";"50801"
"3518404";"Guaratinguetá (SP)";"Total";"Contribuintes";"Total";"36908"
"3518404";"Guaratinguetá (SP)";"Total";"Não contribuintes";"Total";"13892"
"3518503";"Guareí (SP)";"Total";"Total";"Total";"6261"
"3518503";"Guareí (SP)";"Total";"Contribuintes";"Total";"3467"
"3518503";"Guareí (SP)";"Total";"Não contribuintes";"Total";"2795"
"3518602";"Guariba (SP)";"Total";"Total";"Total";"15680"
"3518602";"Guariba (SP)";"Total";"Contribuintes";"Total";"11747"
"3518602";"Guariba (SP)";"Total";"Não contribuintes";"Total";"3934"
"3518701";"Guarujá (SP)";"Total";"Total";"Total";"126579"
"3518701";"Guarujá (SP)";"Total";"Contribuintes";"Total";"85716"
"3518701";"Guarujá (SP)";"Total";"Não contribuintes";"Total";"40862"
"3518800";"Guarulhos (SP)";"Total";"Total";"Total";"556649"
"3518800";"Guarulhos (SP)";"Total";"Contribuintes";"Total";"410633"
"3518800";"Guarulhos (SP)";"Total";"Não contribuintes";"Total";"146016"
"3518859";"Guatapará (SP)";"Total";"Total";"Total";"2917"
"3518859";"Guatapará (SP)";"Total";"Contribuintes";"Total";"2147"
"3518859";"Guatapará (SP)";"Total";"Não contribuintes";"Total";"770"
"3518909";"Guzolândia (SP)";"Total";"Total";"Total";"2217"
"3518909";"Guzolândia (SP)";"Total";"Contribuintes";"Total";"1476"
"3518909";"Guzolândia (SP)";"Total";"Não contribuintes";"Total";"741"
"3519006";"Herculândia (SP)";"Total";"Total";"Total";"3524"
"3519006";"Herculândia (SP)";"Total";"Contribuintes";"Total";"1992"
"3519006";"Herculândia (SP)";"Total";"Não contribuintes";"Total";"1531"
"3519055";"Holambra (SP)";"Total";"Total";"Total";"6468"
"3519055";"Holambra (SP)";"Total";"Contribuintes";"Total";"5328"
"3519055";"Holambra (SP)";"Total";"Não contribuintes";"Total";"1140"
"3519071";"Hortolândia (SP)";"Total";"Total";"Total";"89629"
"3519071";"Hortolândia (SP)";"Total";"Contribuintes";"Total";"68617"
"3519071";"Hortolândia (SP)";"Total";"Não contribuintes";"Total";"21012"
"3519105";"Iacanga (SP)";"Total";"Total";"Total";"5093"
"3519105";"Iacanga (SP)";"Total";"Contribuintes";"Total";"3794"
"3519105";"Iacanga (SP)";"Total";"Não contribuintes";"Total";"1299"
"3519204";"Iacri (SP)";"Total";"Total";"Total";"2988"
"3519204";"Iacri (SP)";"Total";"Contribuintes";"Total";"1906"
"3519204";"Iacri (SP)";"Total";"Não contribuintes";"Total";"1082"
"3519253";"Iaras (SP)";"Total";"Total";"Total";"1654"
"3519253";"Iaras (SP)";"Total";"Contribuintes";"Total";"1245"
"3519253";"Iaras (SP)";"Total";"Não contribuintes";"Total";"409"
"3519303";"Ibaté (SP)";"Total";"Total";"Total";"13139"
"3519303";"Ibaté (SP)";"Total";"Contribuintes";"Total";"10670"
"3519303";"Ibaté (SP)";"Total";"Não contribuintes";"Total";"2470"
"3519402";"Ibirá (SP)";"Total";"Total";"Total";"5519"
"3519402";"Ibirá (SP)";"Total";"Contribuintes";"Total";"3815"
"3519402";"Ibirá (SP)";"Total";"Não contribuintes";"Total";"1705"
"3519501";"Ibirarema (SP)";"Total";"Total";"Total";"2872"
"3519501";"Ibirarema (SP)";"Total";"Contribuintes";"Total";"2048"
"3519501";"Ibirarema (SP)";"Total";"Não contribuintes";"Total";"824"
"3519600";"Ibitinga (SP)";"Total";"Total";"Total";"29564"
"3519600";"Ibitinga (SP)";"Total";"Contribuintes";"Total";"23048"
"3519600";"Ibitinga (SP)";"Total";"Não contribuintes";"Total";"6515"
"3519709";"Ibiúna (SP)";"Total";"Total";"Total";"34092"
"3519709";"Ibiúna (SP)";"Total";"Contribuintes";"Total";"17066"
"3519709";"Ibiúna (SP)";"Total";"Não contribuintes";"Total";"17026"
"3519808";"Icém (SP)";"Total";"Total";"Total";"3517"
"3519808";"Icém (SP)";"Total";"Contribuintes";"Total";"2514"
"3519808";"Icém (SP)";"Total";"Não contribuintes";"Total";"1003"
"3519907";"Iepê (SP)";"Total";"Total";"Total";"3045"
"3519907";"Iepê (SP)";"Total";"Contribuintes";"Total";"2168"
"3519907";"Iepê (SP)";"Total";"Não contribuintes";"Total";"876"
"3520004";"Igaraçu do Tietê (SP)";"Total";"Total";"Total";"10961"
"3520004";"Igaraçu do Tietê (SP)";"Total";"Contribuintes";"Total";"8901"
"3520004";"Igaraçu do Tietê (SP)";"Total";"Não contribuintes";"Total";"2060"
"3520103";"Igarapava (SP)";"Total";"Total";"Total";"12900"
"3520103";"Igarapava (SP)";"Total";"Contribuintes";"Total";"10255"
"3520103";"Igarapava (SP)";"Total";"Não contribuintes";"Total";"2645"
"3520202";"Igaratá (SP)";"Total";"Total";"Total";"4135"
"3520202";"Igaratá (SP)";"Total";"Contribuintes";"Total";"2451"
"3520202";"Igaratá (SP)";"Total";"Não contribuintes";"Total";"1684"
"3520301";"Iguape (SP)";"Total";"Total";"Total";"10906"
"3520301";"Iguape (SP)";"Total";"Contribuintes";"Total";"5782"
"3520301";"Iguape (SP)";"Total";"Não contribuintes";"Total";"5124"
"3520400";"Ilhabela (SP)";"Total";"Total";"Total";"14804"
"3520400";"Ilhabela (SP)";"Total";"Contribuintes";"Total";"9128"
"3520400";"Ilhabela (SP)";"Total";"Não contribuintes";"Total";"5676"
"3520426";"Ilha Comprida (SP)";"Total";"Total";"Total";"3322"
"3520426";"Ilha Comprida (SP)";"Total";"Contribuintes";"Total";"1508"
"3520426";"Ilha Comprida (SP)";"Total";"Não contribuintes";"Total";"1815"
"3520442";"Ilha Solteira (SP)";"Total";"Total";"Total";"11757"
"3520442";"Ilha Solteira (SP)";"Total";"Contribuintes";"Total";"8555"
"3520442";"Ilha Solteira (SP)";"Total";"Não contribuintes";"Total";"3202"
"3520509";"Indaiatuba (SP)";"Total";"Total";"Total";"105385"
"3520509";"Indaiatuba (SP)";"Total";"Contribuintes";"Total";"82253"
"3520509";"Indaiatuba (SP)";"Total";"Não contribuintes";"Total";"23131"
"3520608";"Indiana (SP)";"Total";"Total";"Total";"2230"
"3520608";"Indiana (SP)";"Total";"Contribuintes";"Total";"1497"
"3520608";"Indiana (SP)";"Total";"Não contribuintes";"Total";"733"
"3520707";"Indiaporã (SP)";"Total";"Total";"Total";"1684"
"3520707";"Indiaporã (SP)";"Total";"Contribuintes";"Total";"931"
"3520707";"Indiaporã (SP)";"Total";"Não contribuintes";"Total";"753"
"3520806";"Inúbia Paulista (SP)";"Total";"Total";"Total";"1686"
"3520806";"Inúbia Paulista (SP)";"Total";"Contribuintes";"Total";"1391"
"3520806";"Inúbia Paulista (SP)";"Total";"Não contribuintes";"Total";"295"
"3520905";"Ipaussu (SP)";"Total";"Total";"Total";"5929"
"3520905";"Ipaussu (SP)";"Total";"Contribuintes";"Total";"4700"
"3520905";"Ipaussu (SP)";"Total";"Não contribuintes";"Total";"1228"
"3521002";"Iperó (SP)";"Total";"Total";"Total";"11127"
"3521002";"Iperó (SP)";"Total";"Contribuintes";"Total";"8027"
"3521002";"Iperó (SP)";"Total";"Não contribuintes";"Total";"3100"
"3521101";"Ipeúna (SP)";"Total";"Total";"Total";"3034"
